code	billable	short_desc	long_desc	three_digit	major	sub_chapter	chapter	ICD_MAJOR	ICD_FORMATTED	ICD_lower	concat	system	organ	histology_0	histology_1	histology_2
C44101	TRUE	Unsp malignant neoplasm skin/ unsp eyelid, including canthus	Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.101	c44101	c44101 unspecified malignant neoplasm of skin of unspecified eyelid including canthus melanoma other	integumentary	skin	melanoma		
C44102	FALSE	Unsp malignant neoplasm skin/ right eyelid, inc canthus	Unspecified malignant neoplasm of skin of right eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.102	c44102	c44102 unspecified malignant neoplasm of skin of right eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441021	TRUE	Unsp malig neoplasm skin/ right upper eyelid, inc canthus	Unspecified malignant neoplasm of skin of right upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1021	c441021	c441021 unspecified malignant neoplasm of skin of right upper eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441022	TRUE	Unsp malig neoplasm skin/ right lower eyelid, inc canthus	Unspecified malignant neoplasm of skin of right lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1022	c441022	c441022 unspecified malignant neoplasm of skin of right lower eyelid including canthus melanoma other	integumentary	skin	melanoma		
C44109	FALSE	Unsp malignant neoplasm skin/ left eyelid, including canthus	Unspecified malignant neoplasm of skin of left eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.109	c44109	c44109 unspecified malignant neoplasm of skin of left eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441091	TRUE	Unsp malignant neoplasm skin/ left upper eyelid, inc canthus	Unspecified malignant neoplasm of skin of left upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1091	c441091	c441091 unspecified malignant neoplasm of skin of left upper eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441092	TRUE	Unsp malignant neoplasm skin/ left lower eyelid, inc canthus	Unspecified malignant neoplasm of skin of left lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1092	c441092	c441092 unspecified malignant neoplasm of skin of left lower eyelid including canthus melanoma other	integumentary	skin	melanoma		
C4411	FALSE	Basal cell carcinoma of skin of eyelid, including canthus	Basal cell carcinoma of skin of eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.11	c4411	c4411 basal cell carcinoma of skin of eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C44111	TRUE	Basal cell carcinoma skin/ unsp eyelid, including canthus	Basal cell carcinoma of skin of unspecified eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.111	c44111	c44111 basal cell carcinoma of skin of unspecified eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C44112	FALSE	Basal cell carcinoma skin/ right eyelid, including canthus	Basal cell carcinoma of skin of right eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.112	c44112	c44112 basal cell carcinoma of skin of right eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C441121	TRUE	Basal cell carcinoma skin/ right upper eyelid, inc canthus	Basal cell carcinoma of skin of right upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1121	c441121	c441121 basal cell carcinoma of skin of right upper eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C441122	TRUE	Basal cell carcinoma skin/ right lower eyelid, inc canthus	Basal cell carcinoma of skin of right lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1122	c441122	c441122 basal cell carcinoma of skin of right lower eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C44119	FALSE	Basal cell carcinoma skin/ left eyelid, including canthus	Basal cell carcinoma of skin of left eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.119	c44119	c44119 basal cell carcinoma of skin of left eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C441191	TRUE	Basal cell carcinoma skin/ left upper eyelid, inc canthus	Basal cell carcinoma of skin of left upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1191	c441191	c441191 basal cell carcinoma of skin of left upper eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C441192	TRUE	Basal cell carcinoma skin/ left lower eyelid, inc canthus	Basal cell carcinoma of skin of left lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1192	c441192	c441192 basal cell carcinoma of skin of left lower eyelid including canthus melanoma other	integumentary	skin	carcinoma	basal cell	
C4412	FALSE	Squamous cell carcinoma of skin of eyelid, including canthus	Squamous cell carcinoma of skin of eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.12	c4412	c4412 squamous cell carcinoma of skin of eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C44121	TRUE	Squamous cell carcinoma skin/ unsp eyelid, including canthus	Squamous cell carcinoma of skin of unspecified eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.121	c44121	c44121 squamous cell carcinoma of skin of unspecified eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C44122	FALSE	Squamous cell carcinoma skin/ right eyelid, inc canthus	Squamous cell carcinoma of skin of right eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.122	c44122	c44122 squamous cell carcinoma of skin of right eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C441221	TRUE	Squamous cell carcinoma skin/ r upper eyelid, inc canthus	Squamous cell carcinoma of skin of right upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1221	c441221	c441221 squamous cell carcinoma of skin of right upper eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C441222	TRUE	Squamous cell carcinoma skin/ right low eyelid, inc canthus	Squamous cell carcinoma of skin of right lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1222	c441222	c441222 squamous cell carcinoma of skin of right lower eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C44129	FALSE	Squamous cell carcinoma skin/ left eyelid, including canthus	Squamous cell carcinoma of skin of left eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.129	c44129	c44129 squamous cell carcinoma of skin of left eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C441291	TRUE	Squamous cell carcinoma skin/ left upper eyelid, inc canthus	Squamous cell carcinoma of skin of left upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1291	c441291	c441291 squamous cell carcinoma of skin of left upper eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C441292	TRUE	Squamous cell carcinoma skin/ left lower eyelid, inc canthus	Squamous cell carcinoma of skin of left lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1292	c441292	c441292 squamous cell carcinoma of skin of left lower eyelid including canthus melanoma other	integumentary	skin	carcinoma		
C4413	FALSE	Sebaceous cell carcinoma skin/ eyelid, including canthus	Sebaceous cell carcinoma of skin of eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.13	c4413	c4413 sebaceous cell carcinoma of skin of eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C44131	TRUE	Sebaceous cell carcinoma skin/ unsplid, including canthus	Sebaceous cell carcinoma of skin of unspecified eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.131	c44131	c44131 sebaceous cell carcinoma of skin of unspecified eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C44132	FALSE	Sebaceous cell carcinoma skin/ right eyelid, inc canthus	Sebaceous cell carcinoma of skin of right eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.132	c44132	c44132 sebaceous cell carcinoma of skin of right eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C441321	TRUE	Sebaceous cell carcinoma skin/ r upper eyelid, inc canthus	Sebaceous cell carcinoma of skin of right upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1321	c441321	c441321 sebaceous cell carcinoma of skin of right upper eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C441322	TRUE	Sebaceous cell carcinoma skin/ right low eyelid, inc canthus	Sebaceous cell carcinoma of skin of right lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1322	c441322	c441322 sebaceous cell carcinoma of skin of right lower eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C44139	FALSE	Sebaceous cell carcinoma skin/ left eyelid, inc canthus	Sebaceous cell carcinoma of skin of left eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.139	c44139	c44139 sebaceous cell carcinoma of skin of left eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C441391	TRUE	Sebaceous cell carcinoma skin/ left upr eyelid, inc canthus	Sebaceous cell carcinoma of skin of left upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1391	c441391	c441391 sebaceous cell carcinoma of skin of left upper eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C441392	TRUE	Sebaceous cell carcinoma skin/ left low eyelid, inc canthus	Sebaceous cell carcinoma of skin of left lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1392	c441392	c441392 sebaceous cell carcinoma of skin of left lower eyelid including canthus melanoma other	exocrine	sebaceous gland	carcinoma		
C4419	FALSE	Oth malignant neoplasm of skin of eyelid, including canthus	Other specified malignant neoplasm of skin of eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.19	c4419	c4419 other specified malignant neoplasm of skin of eyelid including canthus melanoma other	integumentary	skin	melanoma		
C44191	TRUE	Oth malignant neoplasm skin/ unsp eyelid, including canthus	Other specified malignant neoplasm of skin of unspecified eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.191	c44191	c44191 other specified malignant neoplasm of skin of unspecified eyelid including canthus melanoma other	integumentary	skin	melanoma		
C44192	FALSE	Oth malignant neoplasm skin/ right eyelid, including canthus	Other specified malignant neoplasm of skin of right eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.192	c44192	c44192 other specified malignant neoplasm of skin of right eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441921	TRUE	Oth malignant neoplasm skin/ right upper eyelid, inc canthus	Other specified malignant neoplasm of skin of right upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1921	c441921	c441921 other specified malignant neoplasm of skin of right upper eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441922	TRUE	Oth malignant neoplasm skin/ right lower eyelid, inc canthus	Other specified malignant neoplasm of skin of right lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1922	c441922	c441922 other specified malignant neoplasm of skin of right lower eyelid including canthus melanoma other	integumentary	skin	melanoma		
C44199	FALSE	Oth malignant neoplasm skin/ left eyelid, including canthus	Other specified malignant neoplasm of skin of left eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.199	c44199	c44199 other specified malignant neoplasm of skin of left eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441991	TRUE	Oth malignant neoplasm skin/ left upper eyelid, inc canthus	Other specified malignant neoplasm of skin of left upper eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1991	c441991	c441991 other specified malignant neoplasm of skin of left upper eyelid including canthus melanoma other	integumentary	skin	melanoma		
C441992	TRUE	Oth malignant neoplasm skin/ left lower eyelid, inc canthus	Other specified malignant neoplasm of skin of left lower eyelid, including canthus	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.1992	c441992	c441992 other specified malignant neoplasm of skin of left lower eyelid including canthus melanoma other	integumentary	skin	melanoma		
C442	FALSE	Oth and unsp malig neoplasm skin/ ear and extrn auric canal	Other and unspecified malignant neoplasm of skin of ear and external auricular canal	C44	Other and unspecified malignant neoplasm of skin	Melanoma And Other Malignant Neoplasms Of Skin	Neoplasms	C44	C44.2	c442	c442 other melanoma other	integumentary		melanoma		
